"{""id"":""29""";"nim:""20.90.1259""";"nama:""Kusuma Nurul Kasih""";"jk:""P""";"jurusan:""Informatika""";"alamat:""Sleman""}"
"{""id"":""30""";"nim:""20.90.1261""";"nama:""Dwi Yuliana Nurul""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""31""";"nim:""20.90.1260""";"nama:""Wangi Tri Kasih""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Bantul""}"
"{""id"":""32""";"nim:""20.90.1263""";"nama:""Mawar Yuliana Nirmala""";"jk:""P""";"jurusan:""Teknologi Informasi""";"alamat:""Sleman""}"
"{""id"":""33""";"nim:""20.90.1265""";"nama:""Wangi Putri Siti""";"jk:""P""";"jurusan:""Teknologi Informasi""";"alamat:""Kulonprogo""}"
"{""id"":""34""";"nim:""20.90.1264""";"nama:""Annisa Aisyah Cahaya""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Kulonprogo""}"
"{""id"":""35""";"nim:""20.90.1266""";"nama:""Aisyah Ratna Fatimah""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Bantul""}"
"{""id"":""36""";"nim:""20.90.1267""";"nama:""Kusuma Latifah Yuliana""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""37""";"nim:""20.90.1268""";"nama:""Cahaya Intan Melati""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""38""";"nim:""20.90.1269""";"nama:""Asih Alya Tri""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""39""";"nim:""20.90.1270""";"nama:""Nirmala Mega Ratna""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Yogyakarta""}"
"{""id"":""40""";"nim:""20.90.1271""";"nama:""Ratna Siti Kusuma""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Kulonprogo""}"
"{""id"":""41""";"nim:""20.90.1272""";"nama:""Batari Iman Alya""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Kulonprogo""}"
"{""id"":""42""";"nim:""20.90.1273""";"nama:""Vina Mawar Aminah""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""43""";"nim:""20.90.1274""";"nama:""Tirta Wati Sitti""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""44""";"nim:""20.90.1275""";"nama:""Dewi Tirta Fatimah""";"jk:""P""";"jurusan:""Teknologi Informasi""";"alamat:""Bantul""}"
"{""id"":""45""";"nim:""20.90.1276""";"nama:""Kusuma Bulan Kasih""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""46""";"nim:""20.90.1277""";"nama:""Indah Nirmala Intan""";"jk:""P""";"jurusan:""Sistem Informasi""";"alamat:""Sleman""}"
"{""id"":""47""";"nim:""20.90.1278""";"nama:""Fatimah Alya Sitti""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Yogyakarta""}"
"{""id"":""48""";"nim:""20.90.1279""";"nama:""Batari Fatimah Aminah""";"jk:""P""";"jurusan:""Sistem Informasi""";"alamat:""Bantul""}"
"{""id"":""49""";"nim:""20.90.1280""";"nama:""Fatimah Putri Tirta""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Sleman""}"
"{""id"":""50""";"nim:""20.90.1288""";"nama:""Intan Mawar Anisa""";"jk:""P""";"jurusan:""Teknik Komputer""";"alamat:""Yogyakarta""}]}"
